Train RMSE,Test RMSE,Train MAE,Test MAE,Train R²,Test R²,Model,CV RMSE,Best Params
0.18536122626828339,0.24607932835966612,0.1283987995087795,0.17697700685721895,0.6068721607152172,0.31521441059761957,RandomForest,0.24116791193071546,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_depth': 15}"
0.22035342339098696,0.24355840880863536,0.1593077356582281,0.17822631579076478,0.4444340560580873,0.3291728933926664,XGBoost,0.24109605799816336,"{'subsample': 0.7, 'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.05}"
0.21816505262186647,0.24456094489887786,0.15666907284227352,0.1783457266981113,0.4554141185752141,0.3236390050741469,LightGBM,0.24093166190528467,"{'subsample': 1.0, 'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.05}"
0.21010097406103403,0.24504596915033336,0.15333387162279352,0.17787447750673555,0.4949293369088166,0.32095356575648215,CatBoost,0.24002089111491123,"{'learning_rate': 0.1, 'iterations': 100, 'depth': 10}"
