Train RMSE,Test RMSE,Train MAE,Test MAE,Train R²,Test R²,Model,CV RMSE Mean
0.2956323762501348,0.29739815354365234,0.22352719296734558,0.22810659174885564,0.0,-0.00018625623060897212,Dummy,0.29197172512375535
0.24547115047873194,0.2480939307360271,0.17722674004024627,0.18210302872474865,0.3105592840132275,0.303956107676261,Linear,0.3220154689704725
0.2454711718473905,0.24809634870661598,0.1772238572560288,0.18210304513011638,0.31055916397937533,0.30394254005808763,Ridge,0.3231605841692806
0.2956323762501348,0.29739815354365234,0.22352719296734558,0.22810659174885564,0.0,-0.00018625623060897212,Lasso,0.29197172512375535
